Name,Close
GOOGL,263.85
GOOGL,264.11
GOOGL,263.16
GOOGL,263.07
GOOGL,261.44
GOOGL,269.38
GOOGL,267.44
GOOGL,265.27
GOOGL,268.44
GOOGL,269.69
GOOGL,270.97
GOOGL,271.92
GOOGL,270.74
GOOGL,301.03
GOOGL,309.16
GOOGL,304.22
GOOGL,304.29
GOOGL,306.3
GOOGL,306.57
GOOGL,308.56
GOOGL,309.61
GOOGL,308.54
GOOGL,309.6
GOOGL,307.16
GOOGL,307.81
GOOGL,308.11
GOOGL,310.4
GOOGL,312.45
GOOGL,312.85
GOOGL,313.7
GOOGL,312.72
GOOGL,311.75
GOOGL,308.9
GOOGL,301.95
GOOGL,298.03
GOOGL,292.15
GOOGL,292.07
GOOGL,298.58
GOOGL,295.71
GOOGL,295.91
GOOGL,291.8
GOOGL,297.78
GOOGL,295.29
GOOGL,291.35
GOOGL,278.13
GOOGL,282.46
GOOGL,286.2
GOOGL,286.79
GOOGL,289.47
GOOGL,293.86
GOOGL,295.57
GOOGL,296.05
GOOGL,296.4
GOOGL,297.61
GOOGL,297.75
GOOGL,295.45
GOOGL,296.15
GOOGL,295.7
GOOGL,297.83
GOOGL,301.84
GOOGL,303.05
GOOGL,302.42
GOOGL,301.49
GOOGL,299.76
GOOGL,300.8
GOOGL,299.73
GOOGL,297.28
GOOGL,302.48
GOOGL,301.36
GOOGL,304.84
GOOGL,307.06
GOOGL,308.53
GOOGL,307.41
GOOGL,308.31
GOOGL,308.74
GOOGL,308.65
GOOGL,312.4
GOOGL,320.13
GOOGL,316.19
GOOGL,313.7
GOOGL,306.22
GOOGL,305.85
GOOGL,310.26
GOOGL,308.56
GOOGL,308.7
GOOGL,300.8
GOOGL,300.48
GOOGL,305.83
GOOGL,306.31
GOOGL,305.38
GOOGL,305.8
GOOGL,307.46
GOOGL,309.5
GOOGL,308.56
GOOGL,308.53
GOOGL,312.56
GOOGL,314.39
GOOGL,312.39
GOOGL,312.42
GOOGL,312.94
GOOGL,315.36
GOOGL,305.41
GOOGL,305.97
GOOGL,304.71
GOOGL,305.33
GOOGL,307.01
GOOGL,300.68
GOOGL,300.7
GOOGL,305.08
GOOGL,300.61
GOOGL,296.13
GOOGL,296.45
GOOGL,296.18
GOOGL,290.44
GOOGL,288.64
GOOGL,285.28
GOOGL,285.06
GOOGL,278.83
GOOGL,280.96
GOOGL,280.81
GOOGL,288.54
GOOGL,288.95
GOOGL,291.37
GOOGL,293.74
GOOGL,290.16
GOOGL,287.97
GOOGL,291.16
GOOGL,291.21
GOOGL,293.67
GOOGL,296.2
GOOGL,294.13
GOOGL,284.83
GOOGL,287.38
GOOGL,290.29
GOOGL,289.37
GOOGL,288.97
GOOGL,285.59
GOOGL,288.43
GOOGL,289.54
GOOGL,265.62
GOOGL,263.68
GOOGL,261.03
GOOGL,263.13
GOOGL,262.81
GOOGL,262.79
GOOGL,266.68
GOOGL,269.15
GOOGL,269.25
GOOGL,272.32
GOOGL,269.55
GOOGL,267.21
GOOGL,268.16
GOOGL,267.4
GOOGL,267.92
GOOGL,269.11
GOOGL,271.6
GOOGL,267.99
GOOGL,267.79
GOOGL,265.04
GOOGL,259.47
GOOGL,265.5
GOOGL,265.17
GOOGL,265.89
GOOGL,262.28
GOOGL,259.45
GOOGL,259.39
GOOGL,260.09
GOOGL,259.32
GOOGL,260.71
GOOGL,264.77
GOOGL,263.06
GOOGL,264.29
GOOGL,261.8
GOOGL,260.79
GOOGL,259.77
GOOGL,259.84
GOOGL,258.62
GOOGL,255.01
GOOGL,252.62
GOOGL,254.44
GOOGL,251.73
GOOGL,250.44
GOOGL,242.75
GOOGL,242.53
GOOGL,246.75
GOOGL,243.75
GOOGL,240.35
GOOGL,237.68
GOOGL,241.6
GOOGL,247.07
GOOGL,249.03
GOOGL,253.44
GOOGL,260.78
GOOGL,266.49
GOOGL,267.95
GOOGL,273.57
GOOGL,266.26
GOOGL,263.9
GOOGL,267.27
GOOGL,269.4
GOOGL,264.73
GOOGL,299.11
GOOGL,297.77
GOOGL,301.58
GOOGL,297.97
